idx,die_code,sleep_pct,load1,load2,tmp0,tmp1,tmp2,tmp3,bpx65_a,bpx65_b,bpw34_a,bpw34_b,n3163_a,n3163_b,adr4525,psram,fram,eeprom
288,41,95,1,1,-670,-374,-913,-153,5271,5304,4444,4454,1,0,20477,2,1,2
289,41,98,1,0,-666,-360,-898,-153,5275,5142,4473,4495,0,0,20484,3,5,2
290,41,97,1,0,-662,-356,-897,-140,5458,5228,4610,4527,0,0,20473,5,3,1
291,41,96,1,0,-660,-362,-894,-137,5469,5272,4548,4407,0,0,20475,4,2,4
292,41,95,1,0,-663,-362,-894,-134,5530,5184,4616,4503,0,0,20485,3,4,2
293,41,95,1,0,-658,-347,-899,-144,5372,5267,4586,4490,0,0,20474,5,2,4
294,41,95,1,0,-658,-355,-896,-128,5408,5354,4528,4452,0,0,20474,2,1,4
295,41,94,1,0,-658,-356,-892,-133,5554,5304,4692,4555,0,0,20481,4,1,1
296,41,94,1,1,-649,-338,-888,-120,5481,5396,4705,4529,0,0,20488,1,5,5
297,41,96,1,0,-650,-350,-872,-133,5481,5374,4516,4605,0,0,20483,3,2,3
298,41,97,1,0,-639,-343,-882,-119,5423,5462,4578,4604,0,0,20488,3,5,1
299,41,94,1,0,-647,-339,-879,-115,5451,5484,4736,4544,0,0,20485,4,2,5
300,41,97,1,0,-633,-335,-864,-120,5601,5433,4799,4584,0,0,20476,1,4,1
301,41,97,1,0,-632,-326,-865,-107,5635,5317,4818,4530,0,0,20486,3,2,1
302,41,96,1,0,-635,-335,-866,-111,5506,5473,4816,4561,0,0,20475,2,4,3
303,41,96,1,0,-630,-320,-862,-109,5611,5399,4739,4720,0,0,20480,1,2,4
304,41,94,1,1,-630,-330,-852,-110,5562,5595,4707,4597,0,0,20488,2,2,1
305,41,97,1,0,-622,-315,-855,-96,5653,5535,4651,4612,0,0,20473,1,2,5
306,41,94,1,0,-624,-319,-852,-104,5633,5568,4728,4640,0,0,20472,5,3,5
307,41,97,1,0,-615,-313,-855,-101,5674,5595,4832,4686,0,0,20484,4,5,3
308,41,97,1,0,-613,-319,-844,-86,5599,5430,4736,4659,0,0,20484,4,5,3
309,41,96,1,0,-621,-311,-847,-84,5840,5652,4895,4687,0,0,20475,2,3,4
310,41,95,1,0,-611,-298,-839,-83,5656,5548,4874,4822,1,1,20481,2,3,4
311,41,98,1,0,-615,-305,-838,-89,5732,5611,4846,4709,0,0,20477,3,1,5
312,41,96,1,1,-612,-306,-844,-77,5843,5564,4804,4711,0,0,20475,5,1,5
313,41,94,1,0,-603,-293,-834,-82,5732,5690,4831,4878,0,0,20473,2,1,4
314,41,95,1,0,-609,-288,-825,-81,5795,5578,4848,4857,0,0,20484,5,2,4
315,41,98,1,0,-598,-297,-830,-81,5754,5580,4766,4824,0,0,20473,2,5,3
316,41,98,1,0,-595,-282,-819,-78,5802,5740,4923,4908,0,0,20486,5,1,3
317,41,95,1,0,-596,-287,-817,-68,5915,5721,5047,4908,0,0,20487,4,5,1
318,41,94,1,0,-587,-280,-823,-66,5966,5804,4897,4952,0,0,20480,2,2,4
319,41,96,1,0,-592,-278,-813,-59,6008,5641,4920,4818,0,0,20487,1,4,3
320,41,94,1,1,-583,-270,-822,-53,5888,5791,4872,4937,0,0,20485,3,5,1
321,41,94,1,0,-582,-275,-811,-54,5973,5811,5034,4906,0,0,20483,1,3,5
322,41,95,1,0,-581,-275,-811,-46,5866,5716,5064,4855,0,0,20473,5,3,3
323,42,97,1,0,-577,-260,-802,-57,6018,5921,5135,4930,0,0,20476,2,5,1
324,42,98,1,0,-567,-265,-802,-43,5874,5944,5109,5025,0,0,20481,4,4,5
325,42,95,1,0,-576,-265,-806,-37,6028,5871,5181,5059,0,0,20473,1,5,1
326,42,98,1,0,-568,-267,-796,-50,5992,5880,4934,4950,0,0,20479,1,5,4
327,42,94,1,0,-559,-255,-798,-40,6012,5921,5157,5067,0,0,20478,2,4,1
328,42,95,1,1,-560,-254,-788,-44,6142,5943,5237,5096,0,0,20482,4,3,5
329,42,97,1,0,-554,-257,-787,-38,5999,5883,5236,5108,0,0,20472,5,1,5
330,42,98,1,0,-554,-245,-787,-29,6207,5882,5094,4970,0,0,20480,5,4,5
331,42,94,1,0,-554,-246,-784,-35,6149,5904,5053,4975,0,0,20478,3,5,4
332,42,97,1,0,-552,-235,-785,-19,6208,5999,5079,4996,0,0,20488,4,3,3
333,42,94,1,0,-541,-237,-772,-26,6141,6095,5111,5023,0,1,20484,5,2,3
334,42,94,1,0,-540,-235,-770,-21,6203,6016,5334,5139,0,0,20483,2,2,5
335,42,94,1,0,-548,-241,-766,-12,6206,5931,5267,5035,0,0,20488,2,3,4
336,42,95,1,1,-534,-232,-763,-19,6173,5968,5179,5055,0,0,20481,3,2,5
337,42,95,1,0,-535,-225,-762,-2,6312,6004,5283,5226,0,0,20479,5,5,2
338,42,96,1,0,-529,-233,-766,-5,6232,6071,5380,5168,0,0,20472,5,3,1
339,42,97,1,0,-528,-225,-761,-6,6203,6062,5325,5224,0,0,20472,4,2,4
340,42,96,1,0,-520,-213,-757,-9,6278,6079,5411,5243,0,0,20480,2,4,1
341,42,98,1,0,-531,-221,-752,8,6390,6235,5446,5132,0,0,20478,5,5,2
342,42,96,1,0,-527,-207,-751,0,6286,6113,5413,5193,0,0,20484,3,1,4
343,42,95,1,0,-523,-212,-754,3,6229,6186,5331,5325,0,0,20474,5,3,1
344,42,95,1,1,-517,-213,-748,9,6367,6204,5306,5199,0,0,20476,2,2,1
345,42,96,1,0,-514,-202,-750,14,6462,6252,5485,5267,0,0,20477,2,2,2
346,42,98,1,0,-511,-203,-735,8,6354,6193,5351,5268,0,0,20484,4,1,1
347,42,97,1,0,-501,-203,-743,14,6387,6262,5442,5285,1,0,20478,3,3,5
348,42,95,1,0,-497,-195,-737,27,6417,6231,5500,5386,0,0,20482,3,1,2
349,42,95,1,0,-508,-188,-734,32,6394,6191,5319,5307,0,0,20486,2,1,5
350,42,96,1,0,-505,-190,-726,31,6367,6373,5565,5353,0,0,20488,1,4,1
351,42,97,1,0,-496,-190,-723,33,6572,6417,5430,5327,0,0,20478,1,4,3
352,42,95,1,1,-488,-182,-715,28,6581,6212,5591,5379,0,0,20482,2,1,1
353,42,95,1,0,-483,-186,-727,29,6560,6354,5393,5307,0,0,20473,1,1,3
354,42,94,1,0,-487,-175,-716,47,6551,6336,5533,5457,0,0,20484,1,3,3
355,42,95,1,0,-475,-179,-719,49,6522,6375,5561,5491,0,0,20487,2,5,5
356,42,98,1,0,-481,-166,-711,45,6522,6492,5617,5520,0,0,20479,3,3,1
357,42,96,1,0,-483,-168,-715,42,6555,6520,5660,5525,0,0,20476,4,3,2
358,42,94,1,0,-470,-174,-703,52,6510,6396,5463,5378,0,0,20479,4,3,4
359,42,94,1,0,-468,-165,-694,58,6605,6462,5570,5467,0,0,20488,4,5,4
360,42,97,1,1,-464,-162,-691,64,6536,6359,5610,5545,0,0,20479,3,1,3
361,42,96,1,0,-469,-155,-689,67,6599,6435,5626,5452,0,0,20472,1,5,4
362,42,96,1,0,-458,-151,-695,69,6567,6536,5545,5480,0,0,20482,5,4,2
363,42,96,1,0,-464,-147,-683,72,6710,6529,5564,5613,0,0,20476,2,2,3
364,42,98,1,0,-460,-145,-693,61,6825,6490,5707,5510,0,0,20477,5,5,5
365,42,95,1,0,-455,-153,-686,64,6757,6448,5544,5609,0,0,20474,2,3,4
366,42,96,1,0,-456,-145,-682,70,6733,6634,5680,5500,0,0,20485,3,5,3
367,43,96,1,0,-450,-139,-673,79,6723,6560,5590,5578,0,0,20478,2,1,2
368,43,98,1,1,-451,-132,-678,78,6687,6515,5827,5610,0,0,20480,5,4,4
369,43,96,1,0,-447,-137,-666,89,6766,6596,5839,5535,0,0,20485,4,2,1
370,43,96,1,0,-445,-137,-669,86,6735,6511,5654,5696,0,0,20488,5,2,5
371,43,94,1,0,-428,-134,-664,90,6808,6614,5670,5731,0,0,20479,2,4,3
372,43,96,1,0,-441,-119,-662,88,6956,6634,5647,5625,0,0,20488,4,5,3
373,43,96,1,0,-425,-118,-668,101,6931,6691,5643,5625,0,0,20483,5,1,4
374,43,95,1,0,-426,-124,-652,90,6972,6766,5793,5692,0,0,20476,3,3,5
375,43,96,1,0,-428,-123,-661,103,6789,6631,5748,5748,0,0,20478,4,2,3
376,43,97,1,1,-426,-119,-652,111,7029,6802,5881,5696,0,1,20482,3,1,1
377,43,96,1,0,-412,-107,-646,105,7049,6868,5706,5822,0,0,20473,1,4,4
378,43,95,1,0,-409,-116,-652,115,6915,6718,5865,5678,0,0,20474,4,3,2
379,43,97,1,0,-405,-110,-647,109,6980,6693,5931,5714,0,0,20485,2,3,2
380,43,96,1,0,-406,-94,-633,112,6925,6794,5918,5750,0,0,20477,5,1,5
381,43,98,1,0,-410,-92,-633,123,7044,6746,5966,5866,0,0,20473,1,1,4
382,43,98,1,0,-410,-99,-627,128,6952,6813,5878,5873,0,0,20485,3,3,5
383,43,98,1,0,-397,-101,-639,120,7005,6879,5993,5856,0,0,20478,4,4,4
384,43,98,1,1,-395,-92,-628,121,7030,6792,5912,5804,1,0,20482,4,4,5
385,43,97,1,0,-392,-91,-622,134,7147,6831,5945,5784,0,0,20479,5,2,2
386,43,95,1,0,-384,-83,-627,128,6999,6840,5854,5933,0,0,20483,4,3,2
387,43,96,1,0,-386,-75,-618,137,7098,6859,5892,5803,0,0,20478,2,4,2
388,43,95,1,0,-392,-82,-617,144,7255,7029,6110,5917,0,0,20488,3,5,4
389,43,96,1,0,-384,-76,-618,148,7200,7006,6146,5931,0,0,20482,3,1,1
390,43,95,1,0,-372,-70,-617,137,7220,7001,6010,5972,0,0,20483,4,3,1
391,43,95,1,0,-382,-63,-605,156,7216,6915,5928,6021,0,0,20484,5,2,5
392,43,95,1,1,-380,-71,-606,159,7093,7097,5989,5933,0,0,20485,1,1,1
393,43,95,1,0,-379,-65,-596,155,7244,7141,6015,6012,0,0,20487,4,3,5
394,43,94,1,0,-360,-60,-592,161,7189,7030,6165,6080,0,0,20480,4,3,3
395,43,96,1,0,-366,-55,-594,155,7328,7154,5956,6026,0,0,20488,2,1,2
396,43,96,1,0,-360,-52,-598,161,7168,6980,6207,5975,1,0,20474,1,1,1
397,43,94,1,0,-354,-60,-595,162,7192,7172,6074,6004,0,0,20485,2,2,1
398,43,97,1,0,-359,-52,-583,166,7225,7111,6039,6023,0,0,20486,5,2,5
399,43,98,1,0,-351,-45,-590,165,7445,7217,6096,6078,0,0,20472,2,5,3
400,43,98,1,1,-350,-48,-583,175,7400,7151,6273,6160,0,0,20477,3,2,2
401,43,96,1,0,-347,-45,-574,178,7421,7142,6115,6068,0,0,20476,2,1,1
402,43,97,1,0,-339,-40,-571,182,7297,7070,6073,6031,0,0,20474,4,3,1
403,43,98,1,0,-349,-33,-567,183,7457,7218,6270,6045,0,0,20482,1,1,1
404,43,96,1,0,-342,-35,-575,183,7518,7135,6252,6133,0,0,20473,3,3,2
405,43,94,1,0,-343,-28,-572,184,7390,7327,6185,6210,0,0,20481,2,5,3
406,43,94,1,0,-327,-30,-570,194,7504,7154,6265,6216,0,0,20472,2,3,5
407,43,98,1,0,-332,-18,-564,197,7412,7298,6316,6169,0,0,20479,1,2,3
408,43,98,1,1,-324,-27,-556,205,7382,7300,6276,6184,0,0,20473,2,3,4
409,43,95,1,0,-327,-11,-547,206,7555,7413,6360,6172,0,0,20485,4,3,5
410,43,94,1,0,-328,-15,-552,209,7545,7374,6418,6221,0,0,20481,1,5,2
411,44,97,1,0,-323,-18,-550,203,7500,7456,6420,6296,0,0,20484,5,5,4
412,44,97,1,0,-320,-2,-542,209,7596,7399,6506,6209,0,0,20488,5,5,4
413,44,95,1,0,-314,-2,-534,206,7540,7329,6378,6269,0,0,20474,5,5,1
414,44,94,1,0,-305,-7,-536,217,7652,7455,6283,6198,0,1,20475,3,4,5
415,44,97,1,0,-299,0,-544,227,7678,7505,6333,6289,0,0,20478,4,2,3
416,44,94,1,1,-301,5,-537,221,7547,7500,6467,6393,0,0,20483,2,5,5
417,44,96,1,0,-292,0,-531,224,7662,7361,6481,6326,0,0,20488,4,4,1
418,44,98,1,0,-297,17,-524,227,7561,7436,6516,6308,0,0,20480,1,5,2
419,44,96,1,0,-301,8,-527,238,7636,7425,6521,6324,0,0,20484,4,2,5
420,44,96,1,0,-284,14,-522,235,7603,7570,6619,6289,0,0,20476,3,4,5
421,44,97,1,0,-283,20,-524,233,7606,7619,6626,6422,0,0,20479,1,4,4
422,44,98,1,0,-277,29,-514,244,7820,7584,6481,6322,0,0,20486,1,2,5
423,44,94,1,0,-275,32,-511,237,7635,7432,6388,6403,0,0,20478,5,2,3
424,44,94,1,1,-277,21,-508,247,7725,7488,6652,6398,1,0,20473,1,3,5
425,44,96,1,0,-277,24,-505,255,7694,7473,6503,6471,0,0,20481,5,1,1
426,44,95,1,0,-265,28,-507,252,7859,7531,6631,6544,0,0,20473,1,1,4
427,44,97,1,0,-270,32,-498,263,7929,7505,6475,6423,0,0,20479,4,2,3
428,44,96,1,0,-272,34,-497,266,7856,7672,6597,6492,0,0,20475,4,1,2
429,44,96,1,0,-270,43,-494,265,7743,7631,6624,6519,0,0,20485,1,3,3
430,44,97,1,0,-266,54,-496,265,7764,7702,6765,6516,0,0,20483,4,4,1
431,44,98,1,0,-256,48,-491,271,7780,7677,6697,6552,0,0,20486,2,1,3
432,44,94,1,1,-256,56,-479,275,7982,7764,6618,6503,0,1,20485,3,1,1
433,44,97,1,0,-257,62,-477,273,7866,7618,6808,6638,0,0,20488,2,1,1
434,44,97,1,0,-249,52,-482,275,8006,7772,6536,6558,0,0,20473,1,5,4
435,44,97,1,0,-246,55,-484,273,8015,7675,6613,6548,0,0,20484,2,3,3
436,44,97,1,0,-235,64,-480,279,7996,7769,6857,6522,0,0,20475,5,3,2
437,44,96,1,0,-238,73,-475,280,7910,7858,6781,6667,0,0,20479,3,4,1
438,44,94,1,0,-244,63,-461,282,8042,7693,6719,6695,0,0,20484,3,5,4
439,44,97,1,0,-240,70,-463,291,7970,7727,6713,6699,0,0,20480,2,2,1
440,44,94,1,1,-232,78,-468,288,8161,7781,6660,6686,0,0,20484,2,4,4
441,44,96,1,0,-225,73,-465,289,8154,7808,6906,6614,0,0,20474,1,4,4
442,44,97,1,0,-225,86,-451,296,8055,7871,6918,6729,0,0,20474,4,5,5
443,44,98,1,0,-229,78,-460,307,8067,7782,6728,6640,0,0,20473,3,2,5
444,44,97,1,0,-219,94,-447,307,8169,7930,6810,6696,0,0,20478,3,3,1
445,44,96,1,0,-216,95,-445,316,8149,7814,6785,6745,0,0,20481,1,1,4
446,44,95,1,0,-205,88,-437,315,8035,7986,6959,6689,0,0,20481,2,2,3
447,44,97,1,0,-214,105,-432,310,8139,7946,6909,6759,0,0,20474,5,4,3
448,44,94,1,1,-209,94,-436,313,8310,7863,6822,6731,0,0,20472,1,2,4
449,44,96,1,0,-210,96,-430,320,8191,8096,6943,6879,0,0,20480,4,2,2
450,44,96,1,0,-199,105,-427,318,8318,7967,6836,6799,0,0,20477,3,1,3
451,44,94,1,0,-190,104,-425,328,8155,8036,6897,6734,0,0,20485,4,4,5
452,44,98,1,0,-192,113,-430,338,8310,8126,7090,6825,0,0,20484,2,3,1
453,45,98,1,0,-194,109,-428,327,8171,8171,6940,6919,0,0,20475,5,3,4
454,45,95,1,0,-185,125,-424,334,8370,8039,7059,6824,0,0,20479,5,3,2
455,45,94,1,0,-183,128,-408,342,8270,7986,6928,6808,0,0,20475,4,1,2
456,45,95,1,1,-188,129,-418,349,8438,8167,6878,6928,0,0,20473,5,4,1
457,45,97,1,0,-178,135,-409,343,8246,8145,7083,6825,1,0,20480,2,4,5
458,45,95,1,0,-174,127,-409,343,8409,8037,7060,6844,0,0,20480,4,4,3
459,45,97,1,0,-179,141,-406,355,8362,8105,7179,6848,0,0,20476,2,1,1
460,45,94,1,0,-164,138,-402,349,8492,8136,6974,6988,0,0,20473,4,2,4
461,45,94,1,0,-167,142,-399,350,8489,8194,6975,6924,0,1,20487,5,4,3
462,45,94,1,0,-157,144,-401,367,8539,8214,7149,6978,0,0,20485,4,4,3
463,45,98,1,0,-165,145,-396,363,8393,8138,7185,6981,0,0,20472,4,4,2
464,45,96,1,1,-154,148,-396,365,8539,8264,7170,6948,0,0,20474,4,2,3
465,45,97,1,0,-153,147,-378,368,8543,8227,7262,7040,0,0,20472,1,1,3
466,45,96,1,0,-155,161,-376,369,8478,8341,7138,6999,0,0,20477,3,4,1
467,45,95,1,0,-148,166,-385,368,8562,8253,7206,7018,0,0,20483,1,2,4
468,45,98,1,0,-151,166,-379,382,8594,8327,7170,7087,0,0,20487,4,1,1
469,45,97,1,0,-151,170,-368,385,8592,8431,7270,7140,0,0,20476,3,3,1
470,45,97,1,0,-147,165,-376,392,8543,8291,7323,7179,0,0,20483,4,2,5
471,45,98,1,0,-145,168,-374,395,8470,8253,7218,7063,0,0,20486,1,1,3
472,45,97,1,1,-129,165,-363,388,8702,8411,7374,7139,0,0,20481,4,2,5
473,45,98,1,0,-123,168,-361,400,8678,8319,7225,7044,0,0,20482,5,5,2
474,45,95,1,0,-125,179,-357,390,8581,8459,7179,7227,0,0,20472,2,4,3
475,45,97,1,0,-128,185,-357,402,8646,8444,7423,7081,0,0,20479,3,3,3
476,45,98,1,0,-126,181,-356,396,8786,8463,7222,7117,0,0,20473,4,1,2
477,45,95,1,0,-115,188,-354,405,8667,8559,7434,7245,0,0,20481,1,1,1
478,45,94,1,0,-112,198,-346,403,8758,8505,7206,7278,0,0,20486,2,2,1
479,45,94,1,0,-114,201,-350,404,8702,8433,7302,7291,0,0,20478,3,1,5
480,45,94,1,1,-116,205,-345,407,8805,8471,7494,7237,0,0,20484,4,2,1
481,45,94,1,0,-102,199,-338,423,8741,8490,7392,7263,0,0,20472,1,5,4
482,45,96,1,0,-97,211,-329,420,8704,8460,7266,7203,0,1,20473,3,3,3
483,45,96,1,0,-93,205,-332,419,8719,8503,7286,7298,0,0,20474,5,1,2
484,45,95,1,0,-105,206,-336,422,8727,8505,7404,7277,0,0,20473,1,4,4
485,45,95,1,0,-93,210,-325,435,8939,8518,7365,7280,0,0,20472,5,2,2
486,45,96,1,0,-89,217,-327,437,8812,8489,7535,7257,0,0,20485,1,5,2
487,45,97,1,0,-81,216,-324,443,8922,8739,7334,7378,0,0,20473,5,3,1
488,45,96,1,1,-85,224,-318,444,8881,8746,7327,7346,0,0,20479,3,5,1
489,45,98,1,0,-87,222,-306,444,8900,8665,7499,7400,0,0,20481,4,2,4
490,45,96,1,0,-75,234,-312,439,8908,8740,7591,7399,0,0,20488,1,4,5
491,45,96,1,0,-70,226,-300,454,8978,8595,7468,7395,0,0,20476,2,2,5
492,45,97,1,0,-81,231,-307,444,8860,8790,7581,7466,0,0,20481,3,4,2
493,45,97,1,0,-65,243,-299,456,8908,8783,7395,7366,0,0,20473,5,4,1
494,45,95,1,0,-65,244,-300,463,8906,8773,7535,7397,0,0,20485,5,5,4
495,45,96,1,0,-62,250,-302,467,8982,8670,7628,7427,0,0,20476,5,4,1
496,46,94,1,1,-56,246,-286,457,8981,8845,7567,7381,0,0,20479,4,4,2
497,46,96,1,0,-58,243,-294,463,9136,8770,7573,7397,0,0,20479,1,1,5
498,46,96,1,0,-55,257,-293,475,8987,8874,7701,7506,0,0,20473,3,1,5
499,46,97,1,0,-60,257,-277,467,9006,8882,7588,7560,1,0,20474,2,4,3
500,46,96,1,0,-45,258,-287,484,8997,8728,7720,7594,0,0,20472,4,1,3
501,46,98,1,0,-47,255,-275,478,9000,8757,7557,7480,0,0,20474,1,2,3
502,46,98,1,0,-47,270,-278,481,9106,8961,7610,7577,0,0,20479,1,4,5
503,46,97,1,0,-43,262,-275,486,9113,9004,7635,7501,0,0,20481,2,3,1
504,46,96,1,1,-37,272,-270,491,9135,8946,7585,7579,0,0,20483,2,5,4
505,46,96,1,0,-41,279,-266,495,9167,8893,7819,7619,0,0,20479,4,1,2
506,46,98,1,0,-36,269,-257,494,9233,8857,7844,7588,0,0,20487,4,4,5
507,46,98,1,0,-22,277,-255,505,9156,8992,7856,7540,0,0,20488,1,1,4
508,46,94,1,0,-29,289,-262,508,9246,8906,7772,7556,0,0,20473,3,5,4
509,46,97,1,0,-25,291,-259,496,9321,8991,7728,7570,0,0,20476,3,2,3
510,46,97,1,0,-13,283,-246,512,9365,9120,7658,7633,0,0,20477,4,2,3
511,46,97,1,0,-11,295,-252,508,9230,9112,7898,7683,0,0,20484,5,2,3
512,46,95,1,1,-13,300,-250,518,9280,9000,7819,7705,0,0,20480,2,1,4
513,46,95,1,0,-5,305,-243,511,9253,9019,7922,7766,0,0,20482,3,4,4
514,46,97,1,0,-3,305,-239,518,9384,9018,7815,7644,0,0,20476,4,2,3
515,46,97,1,0,-5,303,-236,526,9304,8994,7920,7787,0,0,20477,3,1,4
516,46,96,1,0,-4,306,-224,517,9280,8995,7968,7773,0,0,20480,5,1,4
517,46,95,1,0,6,309,-223,520,9273,9211,7914,7809,0,0,20480,3,3,2
518,46,97,1,0,10,308,-225,523,9418,9239,8029,7829,0,0,20487,5,2,3
519,46,97,1,0,11,314,-215,528,9519,9053,7820,7825,0,0,20488,1,3,1
520,46,97,1,1,14,320,-210,532,9342,9177,7876,7770,0,0,20472,2,4,1
521,46,96,1,0,10,327,-215,536,9395,9225,8074,7792,0,0,20480,4,5,4
522,46,95,1,0,12,322,-217,542,9568,9213,8094,7750,0,0,20483,2,5,3
523,46,98,1,0,29,329,-202,546,9366,9252,7972,7892,0,0,20484,5,4,5
524,46,95,1,0,30,337,-208,548,9588,9148,7842,7934,0,0,20475,4,1,2
525,46,95,1,0,28,343,-209,553,9467,9279,7897,7781,0,0,20483,4,4,1
526,46,98,1,0,31,337,-193,557,9641,9371,7898,7971,0,0,20476,3,1,2
527,46,95,1,0,40,336,-190,563,9622,9167,8005,7883,0,0,20484,1,3,3
528,46,95,1,1,41,344,-200,568,9468,9397,7916,7856,0,0,20479,3,1,4
529,46,95,1,0,41,345,-195,567,9534,9273,8086,7835,0,0,20481,5,1,5
530,46,96,1,0,43,357,-185,563,9511,9276,8149,7936,0,0,20488,4,3,4
531,46,96,1,0,50,347,-191,579,9653,9236,8109,7863,0,0,20476,3,4,1
532,46,98,1,0,43,360,-176,572,9740,9336,8028,7987,0,0,20474,1,2,5
533,46,94,1,0,59,367,-174,584,9557,9346,8104,8000,0,0,20487,2,4,5
534,46,96,1,0,59,356,-178,585,9596,9402,8202,7954,0,0,20481,4,1,1
535,46,94,1,0,57,361,-173,591,9644,9432,8018,7951,0,0,20477,3,1,1
536,46,95,1,1,69,374,-173,586,9722,9363,8026,8011,0,0,20478,1,1,1
537,47,96,1,0,70,378,-162,593,9809,9427,8182,8095,0,0,20472,2,1,1
538,47,95,1,0,60,379,-163,590,9758,9443,8100,8008,1,1,20487,2,3,4
539,47,95,1,0,64,383,-153,590,9751,9369,8151,8050,0,0,20483,1,5,2
540,47,96,1,0,69,385,-160,592,9793,9586,8257,8139,0,0,20488,5,3,3
541,47,97,1,0,78,383,-147,600,9704,9601,8301,8066,0,0,20487,3,2,4
542,47,95,1,0,75,383,-152,609,9785,9573,8366,8094,0,1,20482,2,4,2
543,47,95,1,0,79,397,-140,607,9866,9460,8231,8078,0,0,20475,5,1,1
544,47,98,1,1,85,388,-148,612,9740,9552,8370,8108,0,0,20473,1,1,2
545,47,98,1,0,88,398,-140,609,9913,9567,8327,8106,0,0,20486,3,1,3
546,47,95,1,0,99,405,-135,609,9861,9564,8182,8148,0,0,20476,5,5,3
547,47,95,1,0,90,405,-143,619,9828,9590,8303,8252,0,0,20488,4,5,3
548,47,97,1,0,96,404,-140,622,9866,9640,8190,8191,0,0,20485,1,5,2
549,47,95,1,0,109,404,-126,624,9913,9742,8441,8132,0,0,20486,3,2,5
550,47,96,1,0,106,409,-126,622,9874,9546,8352,8288,0,0,20482,3,5,2
551,47,95,1,0,107,421,-120,634,9969,9699,8418,8182,0,0,20475,4,5,4
552,47,94,1,1,103,417,-114,632,9904,9786,8279,8254,0,0,20488,2,2,5
553,47,94,1,0,117,424,-122,643,10040,9704,8309,8217,0,0,20486,1,5,4
554,47,95,1,0,121,428,-118,648,10039,9764,8445,8218,0,0,20488,1,4,4
555,47,95,1,0,123,427,-106,649,10116,9734,8560,8231,0,0,20473,1,1,5
556,47,98,1,0,124,427,-106,645,10085,9679,8382,8358,0,0,20472,2,2,5
557,47,95,1,0,119,434,-100,655,10137,9703,8318,8354,0,0,20476,2,5,2
558,47,96,1,0,128,437,-96,662,10031,9906,8588,8256,0,0,20488,1,3,5
559,47,95,1,0,131,435,-106,659,10116,9921,8466,8374,1,0,20480,1,5,3
560,47,95,1,1,128,445,-103,660,10129,9880,8479,8439,0,0,20479,2,1,4
561,47,96,1,0,135,446,-89,661,10094,9748,8372,8390,0,0,20475,5,3,2
562,47,95,1,0,142,445,-89,659,10086,9933,8460,8321,0,0,20478,2,5,3
563,47,95,1,0,149,456,-89,667,10187,9971,8514,8317,0,0,20484,3,4,1
564,47,98,1,0,143,463,-86,674,10116,9969,8608,8334,0,0,20476,5,5,3
565,47,98,1,0,150,452,-81,684,10117,9880,8517,8396,0,0,20486,3,5,2
566,47,97,1,0,149,465,-81,674,10243,9976,8638,8415,0,0,20488,5,1,5
567,47,95,1,0,160,468,-81,682,10326,10000,8577,8434,0,0,20479,2,2,5
568,47,94,1,1,160,474,-71,684,10244,9990,8534,8442,0,0,20485,5,1,5
569,47,95,1,0,158,477,-67,691,10274,9997,8729,8506,0,0,20477,5,1,4
570,47,95,1,0,174,474,-58,684,10306,9907,8658,8490,0,0,20480,4,4,3
571,47,96,1,0,176,478,-63,692,10175,9959,8745,8575,0,0,20474,5,3,1
572,47,98,1,0,165,472,-51,694,10395,10103,8769,8477,0,0,20479,4,3,5
573,47,98,1,0,176,483,-57,698,10296,10134,8744,8531,0,0,20486,3,1,4
574,47,98,1,0,175,490,-53,701,10430,10028,8660,8617,0,0,20488,1,1,2
575,47,95,1,0,181,494,-50,705,10291,9964,8633,8622,0,0,20488,1,3,1
576,47,98,1,1,180,485,-50,710,10305,10188,8811,8487,0,0,20480,2,2,1
577,47,97,1,0,180,502,-45,712,10392,10022,8585,8557,0,0,20475,1,1,4
578,47,97,1,0,189,492,-47,716,10296,10227,8768,8555,0,0,20486,4,4,4
579,48,96,1,0,188,508,-37,720,10376,10148,8704,8674,0,0,20479,3,5,4
580,48,97,1,0,197,502,-28,722,10493,10116,8655,8683,0,0,20479,4,2,4
581,48,96,1,0,195,501,-25,729,10417,10228,8762,8561,0,0,20475,5,5,2
582,48,98,1,0,205,519,-25,731,10385,10133,8769,8584,0,0,20486,2,5,5
583,48,97,1,0,212,508,-31,730,10501,10257,8956,8612,0,0,20475,3,5,1
584,48,97,1,1,203,525,-15,740,10465,10184,8731,8695,0,0,20472,1,1,3
585,48,97,1,0,219,521,-11,744,10451,10128,8872,8625,0,0,20487,5,1,1
586,48,98,1,0,222,523,-9,738,10517,10353,8740,8707,0,0,20474,3,5,2
587,48,96,1,0,215,530,-10,752,10454,10237,8757,8811,0,0,20473,1,1,5
588,48,94,1,0,218,532,0,750,10529,10211,8758,8691,0,0,20476,1,4,4
589,48,96,1,0,218,534,-4,745,10567,10394,8877,8800,0,0,20475,4,2,5
590,48,96,1,0,221,539,2,751,10509,10362,8879,8737,1,0,20472,1,1,4
591,48,98,1,0,232,535,0,750,10604,10284,8820,8714,0,0,20476,1,5,3
592,48,98,1,1,242,547,11,756,10560,10244,8842,8746,0,0,20488,4,3,5
593,48,98,1,0,236,541,1,769,10730,10409,9080,8738,0,0,20481,3,2,1
