tmp117_0_C,tmp117_1_C,tmp117_2_C,tmp117_3_C
2.2969,4.6406,0.5469,6.3906
2.2578,4.6719,0.5078,6.4766
2.3125,4.7734,0.5938,6.4453
2.3047,4.8281,0.6094,6.5156
2.3594,4.7812,0.5391,6.4922
2.4688,4.8594,0.6484,6.5078
2.4609,4.7812,0.6797,6.5234
2.4844,4.9062,0.6562,6.5859
2.4375,4.8672,0.625,6.5703
2.5547,4.9609,0.7422,6.6094
2.5234,4.9688,0.7734,6.5938
2.6016,4.9688,0.75,6.6016
2.5859,4.9688,0.7344,6.7031
2.5469,5.0469,0.7578,6.6797
2.6641,4.9922,0.8672,6.6875
2.6094,5.1094,0.8516,6.8203
2.6406,5.0312,0.9141,6.7344
2.6797,5.1562,0.8906,6.7578
2.7734,5.1641,0.9531,6.875
2.7422,5.1094,0.9688,6.8281
2.8281,5.1484,0.9297,6.8984
2.8672,5.1562,0.9766,6.8438
2.8281,5.1953,0.9766,6.9688
2.9141,5.2969,1.0234,6.9453
2.8984,5.3359,1.1094,6.9375
2.8984,5.2422,1.0781,7.0312
2.9766,5.375,1.0938,7.0859
2.9531,5.3984,1.2109,7.0625
2.9531,5.3359,1.1172,7.1172
2.9453,5.4375,1.25,7.0469
2.9922,5.4766,1.1641,7.1797
3.0859,5.4375,1.2656,7.1797
3.1094,5.4297,1.2734,7.1719
3.0625,5.5469,1.2969,7.2344
3.1094,5.4609,1.3203,7.2422
3.1484,5.6016,1.375,7.2031
3.1328,5.5078,1.3516,7.2891
3.2422,5.5703,1.3906,7.2734
3.25,5.6172,1.3984,7.3672
3.3047,5.6406,1.3906,7.3906
3.2891,5.6797,1.4453,7.3281
3.2891,5.7109,1.4844,7.3672
3.3281,5.6641,1.5625,7.375
3.3984,5.7188,1.5,7.3984
3.375,5.7734,1.5703,7.5234
3.3906,5.7812,1.5547,7.5156
3.4609,5.7812,1.5859,7.5703
3.4297,5.8281,1.5859,7.5078
3.3984,5.9141,1.6641,7.5234
3.5469,5.9219,1.7344,7.5469
3.5234,5.9531,1.6875,7.5781
3.5781,5.9531,1.7969,7.6875
3.5,6.0078,1.7109,7.6484
3.5859,5.9531,1.75,7.7266
3.6406,5.9453,1.7891,7.6562
3.6406,6.0,1.7891,7.75
3.6172,6.0625,1.8281,7.7031
3.6641,6.0469,1.8281,7.7734
3.6875,6.0547,1.8672,7.8125
3.6875,6.1797,1.9219,7.8125
3.8047,6.1719,1.9766,7.9062
3.7578,6.2188,1.9141,7.8281
3.7656,6.1719,1.9609,7.8906
3.8438,6.1953,1.9844,7.9531
3.8672,6.2188,2.0312,7.9609
3.875,6.2969,2.0938,7.9766
3.9297,6.2969,2.1562,8.0312
3.9062,6.2969,2.1562,8.0547
4.0078,6.375,2.1172,8.0156
4.0,6.4141,2.1797,8.0938
3.9688,6.4297,2.1641,8.1094
4.0625,6.4688,2.1719,8.0938
4.0781,6.4453,2.2031,8.1641
4.0781,6.5,2.2422,8.1875
4.1016,6.5312,2.3281,8.1953
4.1562,6.5781,2.2969,8.2578
4.1016,6.5547,2.3516,8.3047
4.1406,6.5078,2.4141,8.2969
4.1797,6.6484,2.4219,8.2734
4.2188,6.5938,2.4766,8.3438
4.2734,6.6016,2.4297,8.3828
4.2031,6.6484,2.5156,8.3672
4.25,6.6406,2.4297,8.3906
4.25,6.75,2.4922,8.4453
4.3281,6.6797,2.5547,8.375
4.3047,6.8203,2.5938,8.4531
4.3438,6.75,2.5547,8.4453
4.3828,6.8594,2.6172,8.4922
4.4141,6.875,2.6641,8.5625
4.4219,6.7969,2.7031,8.5391
4.5234,6.8516,2.7422,8.5234
4.5547,6.9609,2.7109,8.5703
4.5938,6.8828,2.6719,8.5938
4.5859,6.9062,2.7656,8.6406
4.6094,7.0312,2.8125,8.6328
4.625,7.0156,2.8125,8.7266
4.6797,6.9766,2.8203,8.7031
4.6641,7.0547,2.8828,8.7344
4.6172,7.0469,2.9297,8.8203
4.7422,7.0547,2.9297,8.8594
4.7344,7.1406,2.9766,8.8203
4.7812,7.0938,3.0156,8.8828
4.7266,7.1953,2.9453,8.9062
4.7734,7.2578,3.0391,8.9141
4.7734,7.2578,3.0156,8.875
4.8594,7.3125,3.0156,8.9531
4.875,7.2422,3.0625,8.9766
4.9141,7.3594,3.0391,9.0156
4.9297,7.2891,3.1797,9.0234
4.9844,7.3672,3.1172,9.0234
4.9688,7.3281,3.2344,9.0781
4.9453,7.3828,3.1484,9.1484
4.9922,7.3828,3.1719,9.0781
5.0938,7.4766,3.3047,9.125
5.0547,7.4062,3.3047,9.1719
5.0312,7.4844,3.2422,9.2344
5.0703,7.5469,3.3203,9.1953
5.1016,7.4844,3.3828,9.2812
5.1641,7.5156,3.4062,9.2188
5.2188,7.5312,3.4375,9.2578
5.2266,7.5703,3.3906,9.3047
5.2422,7.6719,3.4453,9.2812
5.2109,7.7109,3.4453,9.3516
5.25,7.6484,3.5156,9.4297
5.25,7.7344,3.4531,9.4609
5.3359,7.6953,3.4844,9.375
5.4219,7.7266,3.5391,9.5234
5.3516,7.7344,3.5625,9.4453
5.4609,7.8125,3.6719,9.4922
5.4766,7.8438,3.6094,9.5156
5.4609,7.8359,3.6953,9.5391
5.4297,7.8984,3.7031,9.6094
5.5625,7.875,3.7266,9.6484
5.5703,7.9766,3.7031,9.5703
5.4922,7.9375,3.7344,9.6641
5.5469,7.9297,3.7578,9.6562
5.6562,7.9844,3.8125,9.6562
5.6172,7.9766,3.7656,9.7891
5.6641,7.9922,3.8828,9.7734
5.6562,8.1094,3.8359,9.7734
5.75,8.1484,3.9609,9.8125
5.7734,8.1875,3.8828,9.8047
5.6875,8.1016,3.9688,9.8906
5.8125,8.2031,4.0234,9.9062
5.7891,8.2344,4.0469,9.9609
5.7734,8.25,4.0625,9.9219
5.8359,8.1875,4.0781,9.9141
5.8438,8.3281,4.0234,9.9375
5.9219,8.2422,4.0469,10.0156
5.9062,8.3281,4.1562,10.0781
5.9922,8.3438,4.0938,10.0234
5.9297,8.3594,4.125,10.125
5.9922,8.4219,4.25,10.1328
6.0156,8.375,4.2344,10.0625
6.0391,8.4219,4.2969,10.1328
6.0078,8.4062,4.2422,10.1562
6.0391,8.5,4.3516,10.1406
6.0547,8.4609,4.2891,10.1797
6.1172,8.5078,4.3594,10.1953
6.1484,8.5312,4.3203,10.3125
6.1953,8.6172,4.3281,10.3047
6.25,8.6406,4.4375,10.2969
6.2344,8.6328,4.4062,10.3125
6.1953,8.7109,4.4453,10.3281
6.3125,8.6953,4.5312,10.3594
6.2656,8.7344,4.5703,10.3594
6.3516,8.7891,4.5234,10.4922
6.375,8.7812,4.5859,10.4609
6.3984,8.7578,4.5469,10.4766
6.4453,8.7734,4.5625,10.4453
6.4141,8.7969,4.6484,10.5
6.4531,8.8984,4.6797,10.5703
6.4688,8.875,4.6172,10.5547
6.5,8.8438,4.7188,10.5703
6.5312,8.8672,4.7656,10.6406
6.5,8.9688,4.7422,10.625
6.5625,9.0312,4.7734,10.7344
6.5469,9.0078,4.8438,10.6797
6.6797,9.0703,4.8281,10.6719
6.7031,9.0781,4.8828,10.7734
6.7109,9.1328,4.8594,10.8203
6.6953,9.0625,4.8672,10.7812
6.7578,9.125,4.9375,10.7969
6.7344,9.1953,4.8906,10.875
6.8047,9.1328,5.0234,10.9141
6.7734,9.1719,4.9609,10.8984
6.8047,9.1562,4.9844,10.9062
6.8594,9.2109,5.1016,10.9609
6.8594,9.2109,5.0156,10.9609
6.9062,9.3047,5.0859,10.9766
6.8828,9.3125,5.1016,11.0078
6.9141,9.3672,5.1016,11.0156
6.9922,9.3359,5.1562,11.1016
6.9844,9.3828,5.1328,11.0703
7.0156,9.4141,5.2109,11.1641
7.0625,9.4297,5.2344,11.0938
7.0391,9.5156,5.3047,11.1875
7.1172,9.5,5.2969,11.1562
7.0703,9.5312,5.2812,11.2578
7.1797,9.5469,5.3359,11.1875
7.1641,9.5156,5.3203,11.2031
7.1953,9.5391,5.3438,11.2656
7.25,9.6094,5.3984,11.2969
7.1719,9.6875,5.4062,11.3281
7.1953,9.5859,5.4453,11.3047
7.3047,9.7109,5.4219,11.3516
7.3359,9.6953,5.5547,11.3594
7.3125,9.7344,5.5469,11.4609
7.4062,9.7344,5.6016,11.5078
7.3594,9.7578,5.5469,11.4609
7.3906,9.7812,5.5625,11.4844
7.4062,9.7734,5.6094,11.5391
7.5,9.7812,5.6406,11.5781
7.5156,9.8281,5.6953,11.5781
7.5078,9.9062,5.6406,11.5312
7.4922,9.8594,5.6641,11.5859
7.5469,9.9688,5.75,11.6953
7.5938,9.9375,5.75,11.6719
7.6172,9.9375,5.7891,11.7031
7.5703,10.0625,5.8281,11.7656
7.6953,10.0312,5.8516,11.7109
7.6797,10.0156,5.8438,11.75
7.7109,10.1406,5.9141,11.7344
7.6562,10.1484,5.8516,11.8281
7.75,10.1797,5.9297,11.8281
7.7031,10.1328,6.0,11.8047
7.7344,10.2109,5.9688,11.9375
7.75,10.1641,6.0312,11.9375
7.875,10.2891,5.9766,11.9766
7.8594,10.25,5.9922,11.9219
7.8203,10.25,6.0625,11.9297
7.8906,10.3281,6.1406,11.9375
7.9219,10.3516,6.1641,11.9609
7.9141,10.3281,6.1016,12.1016
8.0078,10.4297,6.1719,12.0469
8.0,10.4453,6.1641,12.1328
7.9766,10.4609,6.2656,12.0938
8.0547,10.4297,6.2344,12.1016
8.0234,10.4844,6.2344,12.1953
8.1172,10.4766,6.3359,12.1484
8.0547,10.4844,6.375,12.2656
8.1875,10.5469,6.3906,12.2188
8.1328,10.5703,6.3438,12.2344
8.2344,10.6016,6.3828,12.2422
8.1875,10.6484,6.3516,12.2578
8.2109,10.6641,6.3828,12.2734
8.2734,10.6094,6.4531,12.3828
8.25,10.7031,6.4375,12.3516
8.2578,10.6719,6.4844,12.3672
8.3359,10.7109,6.4844,12.4766
8.3281,10.7109,6.5625,12.4609
8.3125,10.8125,6.5938,12.5156
8.3906,10.7734,6.5781,12.5234
8.4766,10.8672,6.5938,12.5156
8.5078,10.8594,6.7109,12.5859
8.4375,10.8516,6.7031,12.5625
8.5078,10.9531,6.6875,12.5312
8.5781,10.9453,6.7656,12.5703
8.5,10.8906,6.7891,12.6641
8.5234,10.9141,6.8047,12.6953
8.6094,11.0469,6.7578,12.6484
8.6562,11.0312,6.7812,12.7266
8.6094,10.9844,6.7969,12.7344
8.6641,11.0391,6.8203,12.7344
8.6328,11.1328,6.8828,12.7734
8.6562,11.1719,6.9062,12.7891
8.7031,11.0703,6.875,12.7734
8.8203,11.1172,6.9062,12.875
8.7734,11.1406,7.0078,12.8672
8.8516,11.2344,7.0156,12.9531
8.8594,11.2266,6.9688,12.9609
8.8828,11.3125,7.1016,12.8906
8.8594,11.3047,7.0781,13.0156
8.8672,11.3203,7.1172,13.0
8.9062,11.3594,7.1094,13.0625
8.9531,11.3594,7.1484,13.0469
9.0078,11.3828,7.2109,13.0625
8.9375,11.4062,7.1406,13.125
9.0781,11.3672,7.1562,13.1094
9.0312,11.4688,7.2656,13.1797
9.0859,11.4219,7.2969,13.1328
9.1172,11.4375,7.2812,13.1562
9.0938,11.4609,7.25,13.1953
9.1797,11.5859,7.3359,13.2969
9.1094,11.6016,7.3672,13.2812
9.1328,11.6406,7.3359,13.3438
9.2109,11.6562,7.4141,13.3047
9.2812,11.5781,7.4141,13.3281
9.2578,11.6719,7.4609,13.3438
9.2188,11.6172,7.4766,13.3203
9.3125,11.7656,7.4609,13.4453
9.3828,11.6641,7.5469,13.4141
9.3984,11.7656,7.6094,13.4531
9.4141,11.7266,7.5703,13.4609
9.4375,11.8438,7.5703,13.4844
9.4609,11.8438,7.6406,13.5312
9.4844,11.7812,7.5938,13.4844
9.4375,11.8047,7.6641,13.5469
9.4297,11.9297,7.6719,13.5547
9.4531,11.9219,7.6719,13.5547
9.5078,11.9062,7.7188,13.6094
9.5703,11.9453,7.7422,13.7188
9.5859,11.9453,7.8125,13.7188
9.6484,11.9766,7.7656,13.6719
9.6797,12.0,7.8047,13.7344
9.6641,12.0781,7.9062,13.7344
9.6719,12.1094,7.9219,13.7578
9.7656,12.0938,7.8516,13.7422
9.7891,12.0859,7.8672,13.8594
9.8125,12.1484,7.9766,13.8594
9.8125,12.1328,8.0156,13.8906
9.8203,12.2344,7.9688,13.875
9.8281,12.2734,8.0625,13.8906
9.8125,12.2578,8.0703,13.9375
9.8359,12.2656,8.0547,13.9141
9.8281,12.2578,8.1328,13.9375
9.9766,12.3359,8.1328,13.9922
9.875,12.3984,8.0859,14.0703
9.9219,12.3516,8.2109,14.0938
9.9219,12.3516,8.2422,14.0625
10.0391,12.4297,8.1875,14.0547
9.9688,12.4922,8.2188,14.0781
10.0781,12.4766,8.3125,14.1719
10.0547,12.4453,8.2656,14.1562
10.0547,12.5547,8.25,14.2344
10.1016,12.4766,8.3672,14.2266
10.0859,12.5469,8.3906,14.1875
10.1094,12.6094,8.3125,14.3047
10.1875,12.5625,8.3438,14.2891
10.2266,12.625,8.3672,14.3672
10.1953,12.6484,8.3906,14.3203
10.2344,12.625,8.4531,14.3281
10.2812,12.6719,8.4453,14.3281
10.2656,12.7109,8.5703,14.4453
10.2891,12.7656,8.5078,14.4453
10.4062,12.8203,8.5859,14.4297
10.3203,12.75,8.6016,14.4609
10.4219,12.7656,8.5781,14.5625
10.4609,12.8125,8.6172,14.5703
10.4141,12.8594,8.6094,14.5938
10.4922,12.8516,8.7266,14.5547
10.5,12.8984,8.7578,14.625
10.5312,12.9844,8.7109,14.6719
10.4844,12.9922,8.7734,14.6016
10.5078,12.9453,8.7969,14.7109
10.5391,12.9531,8.7422,14.6797
10.5625,13.0156,8.8281,14.7031
10.6484,13.0859,8.8203,14.7188
10.6328,13.0312,8.8984,14.8203
10.6953,13.0938,8.9062,14.8047
10.7109,13.0547,8.875,14.8438
10.7891,13.1875,8.9219,14.8516
10.7812,13.1172,8.9141,14.8906
10.7734,13.2344,8.9375,14.9297
10.7578,13.2266,8.9766,14.8984
10.8203,13.2656,9.0156,14.8906
10.8672,13.2266,9.0156,14.9844
10.8203,13.2734,9.1172,14.9766
10.9531,13.2891,9.0547,14.9453
10.8594,13.3281,9.1797,14.9688
10.9375,13.3906,9.1562,15.0156
10.9844,13.4219,9.125,15.0
11.0469,13.3984,9.1641,15.0547
11.0703,13.375,9.1719,15.0547
10.9844,13.375,9.1719,15.1406
11.0156,13.4844,9.2812,15.0938
11.0312,13.4844,9.25,15.2266
11.0781,13.5312,9.2969,15.2344
11.1641,13.5,9.2656,15.25
11.0859,13.5469,9.375,15.1953
11.1172,13.6328,9.3984,15.2422
11.1328,13.6406,9.4531,15.3359
11.2656,13.6562,9.4531,15.3594
11.2656,13.6562,9.3906,15.2891
11.2656,13.6328,9.4922,15.3047
11.3281,13.7266,9.5469,15.3438
11.2969,13.7266,9.5078,15.4141
11.3594,13.75,9.4844,15.4531
11.4141,13.7969,9.5469,15.4922
11.3984,13.7578,9.6172,15.5234
11.3594,13.7422,9.5703,15.5469
11.4609,13.7734,9.5859,15.4922
11.4219,13.8516,9.6875,15.5078
11.5,13.8906,9.6094,15.6094
11.4688,13.9531,9.7031,15.6328
11.5078,13.8906,9.6875,15.6406
11.4766,13.9688,9.7891,15.6484
11.5469,13.9688,9.7188,15.6484
11.5625,13.9609,9.7344,15.6719
11.6094,14.0234,9.8047,15.7656
11.6406,14.0078,9.7812,15.7188
11.6719,14.0781,9.8984,15.7422
11.6406,14.0312,9.8438,15.8125
11.7188,14.1094,9.8594,15.8281
11.6875,14.1406,9.8672,15.8203
11.7344,14.1641,10.0,15.8516
11.8125,14.1484,9.9531,15.8125
11.7891,14.1719,9.9375,15.8594
11.8281,14.1797,10.0234,15.9531
11.8828,14.2031,10.0156,15.8828
11.8047,14.2969,10.0234,16.0156
11.9219,14.2578,10.0391,16.0156
11.9531,14.2422,10.1328,15.9531
11.8828,14.375,10.0859,16.0078
11.9297,14.3438,10.1094,16.0156
11.9219,14.4062,10.2266,16.0234
11.9844,14.3594,10.2344,16.0312
12.0781,14.4219,10.2031,16.1641
12.0312,14.3984,10.2344,16.1406
12.0078,14.4922,10.2734,16.2109
12.0938,14.4453,10.2969,16.1719
12.0859,14.4453,10.2422,16.2266
12.1406,14.5625,10.2891,16.1875
12.1797,14.5625,10.3047,16.1875
12.1562,14.6328,10.4062,16.2344
12.1875,14.5391,10.4062,16.3359
12.1797,14.6094,10.3984,16.2656
12.2031,14.6094,10.4844,16.3828
12.2422,14.6875,10.4062,16.3281
12.25,14.6875,10.4688,16.3672
12.3594,14.7422,10.4609,16.4688
12.3594,14.7109,10.5391,16.4844
12.3438,14.8047,10.5469,16.3906
12.4062,14.8281,10.6406,16.4453
12.3359,14.75,10.5859,16.4375
12.3594,14.875,10.625,16.4688
12.4141,14.8359,10.6719,16.5234
12.4141,14.8672,10.6875,16.5703
12.5312,14.8594,10.7188,16.6484
12.4688,14.8594,10.7344,16.6016
12.4844,14.9531,10.7109,16.6406
12.5859,15.0156,10.7344,16.6484
12.6406,14.9766,10.8125,16.7422
12.5547,14.9688,10.7422,16.75
12.5938,15.0156,10.8203,16.7031
12.5938,14.9844,10.8828,16.7734
12.6484,15.0078,10.8672,16.7812
12.6875,15.0781,10.9297,16.7578
12.7656,15.1641,10.9766,16.8047
12.7891,15.1641,10.9453,16.8047
12.75,15.1406,10.9062,16.7969
12.7188,15.1328,11.0,16.8594
12.8516,15.2109,10.9609,16.8516
12.7656,15.2188,11.0156,16.9141
12.8594,15.2344,11.0938,17.0078
12.9297,15.2812,11.1172,16.9609
12.8516,15.2656,11.0391,17.0156
12.9531,15.2812,11.0859,17.0078
12.9531,15.3984,11.1094,17.0703
12.9453,15.3203,11.1562,17.0625
13.0078,15.3203,11.1719,17.0547
12.9844,15.4531,11.2109,17.1406
13.0781,15.4062,11.1641,17.0938
13.0547,15.5078,11.2266,17.1406
13.0703,15.4531,11.3203,17.1094
13.0625,15.4531,11.25,17.2344
13.0938,15.4766,11.3438,17.1953
13.1328,15.5547,11.3047,17.25
13.1172,15.5391,11.3594,17.2812
13.1172,15.5234,11.3594,17.3125
13.1953,15.5391,11.4297,17.3516
13.2266,15.6641,11.4219,17.3828
13.2734,15.6875,11.5,17.3047
13.3281,15.6406,11.4766,17.3281
13.2578,15.6797,11.5312,17.4531
13.3516,15.6562,11.4844,17.4219
13.3438,15.7031,11.4922,17.4141
13.3594,15.8047,11.5938,17.4453
13.3281,15.7188,11.5625,17.4297
13.4453,15.7422,11.6484,17.4453
13.4844,15.8828,11.5859,17.5156
13.5078,15.8125,11.7031,17.5234
13.4141,15.8672,11.6953,17.5156
13.4297,15.8594,11.6406,17.6406
13.4531,15.8594,11.7734,17.5938
13.5859,15.9141,11.7969,17.6562
13.5078,15.9219,11.7031,17.6172
13.5703,15.9688,11.75,17.7344
13.5859,16.0625,11.8203,17.6484
13.6094,15.9922,11.8281,17.7188
13.5859,16.0859,11.7812,17.7969
13.6172,16.0859,11.8672,17.7812
13.6641,16.0938,11.8438,17.7656
13.6875,16.0703,11.9297,17.7969
13.6797,16.1172,11.9219,17.8828
13.7109,16.2031,11.9453,17.8516
13.7578,16.1562,12.0156,17.8828
13.7578,16.2578,12.0391,17.875
13.7812,16.2656,12.0078,17.9062
13.8594,16.25,12.0078,17.9609
13.875,16.2422,12.0234,17.9141
13.9219,16.25,12.1016,17.9297
13.9453,16.3516,12.1016,18.0078
13.8828,16.3672,12.1797,18.0234
13.9375,16.3906,12.1562,18.0391
13.9688,16.4297,12.2266,18.0234
13.9531,16.3438,12.1797,18.125
13.9844,16.3828,12.2109,18.125
14.0547,16.3984,12.2578,18.0859
14.0156,16.4062,12.25,18.125
14.0781,16.4609,12.2891,18.1797
14.1562,16.5625,12.3281,18.1875
14.1406,16.5781,12.2812,18.2109
14.1016,16.4844,12.3594,18.2969
14.1328,16.6172,12.4219,18.2266
14.1797,16.6094,12.3828,18.3359
14.2656,16.6406,12.4375,18.3594
14.1797,16.5703,12.3984,18.3594
14.2422,16.6719,12.5078,18.4141
14.2812,16.7266,12.4609,18.3516
14.2344,16.6719,12.5312,18.4141
14.2656,16.7734,12.4766,18.375
14.2734,16.6797,12.4766,18.4453
14.3203,16.7656,12.6172,18.4375
14.3281,16.7734,12.5312,18.4766
14.375,16.8047,12.6641,18.5078
14.4609,16.8594,12.6797,18.4609
14.4062,16.8125,12.6953,18.5625
14.4766,16.8594,12.6172,18.5938
14.4297,16.875,12.75,18.5859
14.5,16.9453,12.7188,18.6406
14.5391,16.8828,12.7188,18.6641
14.4922,17.0078,12.8125,18.6719
14.5234,16.9609,12.7656,18.6719
14.5547,16.9375,12.7344,18.7109
14.6719,16.9922,12.8281,18.7344
14.6875,17.0859,12.8438,18.7188
14.6719,17.0,12.8359,18.7891
14.7422,17.0703,12.8594,18.7969
14.7344,17.1094,12.8672,18.8516
14.6719,17.1641,12.8594,18.8203
14.7734,17.1016,12.9844,18.8125
14.7422,17.2031,12.9531,18.8984
14.7344,17.2266,12.9766,18.8828
14.8594,17.2578,13.0156,18.8984
14.8672,17.2656,13.0156,18.9766
14.7891,17.2188,13.0859,18.9609
14.8672,17.2734,13.0781,19.0234
14.9141,17.2344,13.0781,18.9922
14.9609,17.2656,13.1562,18.9922
14.9844,17.3438,13.1328,19.0312
15.0156,17.3516,13.1953,18.9922
15.0156,17.4141,13.1641,19.0938
14.9375,17.3906,13.1484,19.125
14.9609,17.4453,13.1719,19.1094
15.0391,17.4219,13.2031,19.1406
15.0703,17.5,13.3125,19.1797
15.1016,17.5,13.25,19.1797
15.0391,17.4609,13.2891,19.2031
15.0938,17.4844,13.3359,19.2734
15.1562,17.5938,13.3359,19.2578
15.1562,17.6172,13.3281,19.3047
15.2266,17.6172,13.4453,19.2266
15.2188,17.6094,13.4141,19.3359
15.1875,17.6016,13.4766,19.3125
15.2812,17.6328,13.4297,19.3984
15.3281,17.6641,13.4219,19.3672
15.2891,17.7188,13.4453,19.3438
15.2812,17.6719,13.4688,19.375
15.3906,17.7031,13.5547,19.375
15.375,17.7734,13.6016,19.4453
15.3359,17.8359,13.5469,19.4922
15.4219,17.7656,13.5859,19.5391
15.4531,17.8672,13.6641,19.5469
15.5,17.8672,13.625,19.5078
15.4688,17.8359,13.6484,19.5312
15.5312,17.8359,13.7266,19.6328
15.4375,17.9531,13.7188,19.6016
15.5312,17.9375,13.7734,19.6641
15.4922,18.0,13.7812,19.6406
15.5781,17.8984,13.7656,19.6797
15.6094,17.9609,13.7656,19.6562
15.5625,18.0312,13.8516,19.7656
15.6875,17.9844,13.8359,19.7266
15.6484,18.0469,13.8516,19.6953
15.6016,18.0547,13.8672,19.8281
15.625,18.0938,13.9297,19.8281
15.75,18.1328,13.875,19.8359
15.6953,18.0859,13.9375,19.8203
15.7578,18.1797,13.9688,19.8594
15.7422,18.1953,13.9453,19.9062
15.7812,18.2422,14.0156,19.8516
15.8359,18.2422,13.9609,19.8984
15.8828,18.2031,14.0625,19.8906
15.8516,18.2812,14.0234,19.8906
15.8203,18.2422,14.0625,20.0
15.9141,18.3281,14.0625,19.9453
15.9531,18.2734,14.1719,19.9844
15.8828,18.375,14.0859,20.0156
15.9531,18.375,14.1953,19.9922
15.9297,18.4219,14.1797,20.1172
15.9844,18.4062,14.1719,20.0312
16.0625,18.4062,14.1719,20.1016
16.0781,18.4453,14.1719,20.1719
16.1016,18.4844,14.2578,20.1719
16.1328,18.4375,14.2656,20.1484
16.0391,18.4688,14.3281,20.2031
16.1641,18.5469,14.2734,20.1797
16.1797,18.5547,14.375,20.2734
16.1172,18.5469,14.3672,20.2188
16.2188,18.6172,14.3203,20.3047
16.2266,18.6406,14.4375,20.3359
16.2812,18.5859,14.375,20.3594
16.2266,18.6641,14.4844,20.3594
16.2188,18.6719,14.4453,20.3516
16.2188,18.6406,14.4219,20.375
16.3594,18.6797,14.5469,20.375
16.3281,18.7109,14.5625,20.3672
16.2891,18.7422,14.5391,20.4297
16.3203,18.7188,14.5781,20.4219
16.4375,18.8359,14.5625,20.5156
16.3594,18.8203,14.6328,20.4531
16.3984,18.8672,14.5625,20.4766
16.4766,18.7969,14.5781,20.6016
16.5234,18.7969,14.6484,20.6094
16.4688,18.9375,14.6484,20.5391
16.4688,18.8516,14.6797,20.6094
16.5,18.9766,14.6562,20.6328
16.5625,18.9922,14.7188,20.6406
16.6172,18.9375,14.7969,20.6094
16.6406,18.9766,14.7266,20.6719
16.6172,19.0312,14.8516,20.7266
16.5625,19.0078,14.8281,20.6797
16.6328,19.0234,14.7969,20.7188
16.6562,19.1094,14.9219,20.7188
16.7109,19.0703,14.9062,20.7266
16.7031,19.1484,14.8359,20.8516
16.6719,19.1719,14.8672,20.7812
16.7891,19.1094,14.8906,20.8516
16.7266,19.125,14.9453,20.8906
16.7188,19.1406,14.9453,20.8672
16.7891,19.2266,15.0391,20.8516
16.7656,19.2422,14.9688,20.9609
16.7969,19.2188,15.0391,20.9844
16.8594,19.2656,15.0312,20.9062
16.8906,19.2891,15.0938,21.0078
16.9297,19.3359,15.0781,20.9375
16.9375,19.2578,15.0859,21.0156
16.9062,19.3906,15.1953,21.0938
16.9297,19.3203,15.1953,21.0
16.9688,19.4297,15.2031,21.0781
16.9766,19.3359,15.2422,21.1328
17.0078,19.4062,15.2578,21.1641
17.0625,19.4375,15.2031,21.0938
16.9922,19.4062,15.2656,21.2109
17.0547,19.4609,15.2812,21.125
17.0547,19.4453,15.3359,21.2031
17.1641,19.5156,15.3047,21.1953
17.1719,19.5156,15.3203,21.2656
17.125,19.5547,15.3438,21.2812
17.1797,19.5938,15.3125,21.3281
17.25,19.5625,15.4219,21.3438
17.1484,19.5547,15.4141,21.2578
17.1719,19.6797,15.4375,21.3672
17.3125,19.6016,15.4922,21.2891
17.2422,19.7266,15.4688,21.3203
17.2578,19.6484,15.5469,21.4219
17.3203,19.7578,15.5469,21.3672
17.2891,19.6875,15.5547,21.3906
17.3359,19.7344,15.5391,21.4141
17.4297,19.7891,15.5625,21.4766
17.3438,19.8438,15.6172,21.5156
17.4531,19.7969,15.5859,21.5469
17.4062,19.7734,15.5625,21.4844
17.4219,19.8516,15.6016,21.5938
17.4062,19.875,15.6953,21.5859
17.4531,19.8516,15.6719,21.5625
17.5234,19.875,15.6875,21.6406
17.5703,19.9609,15.7734,21.6797
17.5234,19.8984,15.7266,21.6328
17.6094,20.0,15.6953,21.6797
17.5469,20.0,15.7969,21.6172
17.5391,20.0391,15.8203,21.6797
17.6641,20.0234,15.7891,21.75
17.5938,19.9766,15.8984,21.7656
17.7109,20.0312,15.8359,21.7031
17.6562,20.0703,15.8516,21.8047
17.6953,20.0938,15.8438,21.8516
17.7109,20.0938,15.8984,21.875
17.7734,20.0703,15.8828,21.8906
17.75,20.1797,15.9609,21.8516
17.7891,20.1719,15.9453,21.8672
17.7344,20.2344,15.9453,21.8984
17.8594,20.25,15.9766,21.8672
17.7656,20.1875,16.0781,21.9062
17.8281,20.2969,16.0156,21.8828
17.8047,20.2656,16.1016,21.9844
17.8516,20.25,16.0625,22.0234
17.8594,20.2578,16.0391,21.9375
17.9766,20.3672,16.0781,22.0312
17.9297,20.3125,16.1172,21.9766
17.9453,20.3984,16.1094,22.0078
17.9453,20.3281,16.2266,22.0547
18.0156,20.3984,16.1328,22.0469
18.0156,20.3672,16.2422,22.0938
18.0547,20.4766,16.2969,22.0703
18.0781,20.5156,16.2188,22.125
18.0469,20.4922,16.2422,22.1875
18.0312,20.4531,16.2266,22.2422
18.0469,20.4688,16.3281,22.2344
18.1094,20.4844,16.2656,22.1875
18.1641,20.5781,16.3125,22.2344
18.1953,20.5469,16.3047,22.2578
18.2422,20.5312,16.3203,22.3047
18.2031,20.5625,16.4141,22.3047
